id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
297802,Aquaman,6.9,12965,Released,12/7/2018,1148528393,143,FALSE,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,160000000,https://www.warnerbros.com/movies/aquaman,tt1477834,en,Aquaman,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",52.471,/xLPffWMhMj1l50ND3KchMjYoKmE.jpg,Home Is Calling,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Safran Company, DC Films",United States of America,English,"hero, chase, atlantis, superhero, half-brother, based on comic, royalty, underwater, duringcreditsstinger, quest, dc extended universe (dceu), advanced civilization, two worlds"
393,Kill Bill: Vol. 2,7.876,12916,Released,4/16/2004,152159461,136,FALSE,/70EtzaGfO2d8X5n8SLI4s61KuJh.jpg,30000000,,tt0378194,en,Kill Bill: Vol. 2,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.",37.053,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,The bride is back for the final cut.,"Action, Crime, Thriller","Super Cool ManChu, Miramax, A Band Apart",United States of America,"English, Mandarin, Spanish, Cantonese","daughter, martial arts, kung fu, showdown, right and justice, rage and hate, sibling relationship, swordplay, katana, mother role, single, sword fight, revenge, vigilante, retribution, aftercreditsstinger, duringcreditsstinger, kill bill"
920,Cars,6.936,12906,Released,6/8/2006,461983149,117,FALSE,/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,120000000,http://disney.go.com/disneyvideos/animatedfilms/cars/,tt0317219,en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",47.447,/abW5AzHDaIK1n9C36VdAeOwORRA.jpg,Ahhh... it's got that new movie smell.,"Animation, Adventure, Comedy, Family","Pixar, Walt Disney Pictures",United States of America,"English, Italian, Japanese, Yiddish","friendship, car race, success, route 66, porsche, retirement, road trip, anthropomorphism, rural area, los angeles, california, aftercreditsstinger, duringcreditsstinger"
863,Toy Story 2,7.589,12904,Released,10/30/1999,497366869,92,FALSE,/91qfG6VaxRsCh1SbIi1w2vxknsL.jpg,90000000,http://toystory.disney.com/toy-story-2,tt0120363,en,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",73.516,/2MFIhZAW0CVlEQrFyqwa4U6zqJP.jpg,The toys are back!,"Animation, Comedy, Family",Pixar,United States of America,English,"friendship, airplane, museum, prosecution, identity crisis, flea market, collector, sequel, buddy, rescue team, garage sale, duringcreditsstinger, toy comes to life, personification, inanimate objects come to life"
607,Men in Black,7.184,12836,Released,7/2/1997,589390539,98,FALSE,/lrAz6ayKlVBpClucdgXBmVUP6HG.jpg,90000000,https://www.sonypictures.com/movies/meninblack,tt0119654,en,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",38.848,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,Protecting the Earth from the scum of the universe.,"Action, Adventure, Comedy, Science Fiction","Columbia Pictures, Amblin Entertainment, Parkes+MacDonald Image Nation",United States of America,"English, Spanish","new york city, cannon, space marine, flying saucer, undercover, secret identity, superhero, deportation, illegal immigration, new identity, stay permit, giant cockroach, based on comic, alien, buddy cop, fictional government agency"
137113,Edge of Tomorrow,7.606,12828,Released,5/27/2014,370541256,114,FALSE,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,178000000,https://www.warnerbros.com/movies/edge-tomorrow,tt1631867,en,Edge of Tomorrow,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",51.408,/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,Live. Die. Repeat.,"Action, Science Fiction","RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures",United States of America,English,"deja vu, based on novel or book, restart, military officer, dystopia, training, alien, time loop, soldier, based on manga, alien invasion, war hero, exoskeleton, soldiers, war"
1271,300,7.175,12812,Released,3/7/2007,456082343,117,FALSE,/xojLztOWoPax76UY4lrmS1M2Bwu.jpg,65000000,http://300themovie.warnerbros.com,tt0416449,en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",44.918,/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg,"Spartans, prepare for glory!","Action, Adventure, War","Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films","Bulgaria, Canada, United States of America",English,"epic, army, narration, blood splatter, gore, based on comic, sword fight, massacre, ancient world, based on graphic novel, ancient greece, warrior, ancient warfare, sparta greece, 5th century bc, war, bloody death, sparta, spartans, battle of thermopylae, god king, battle axe"
353486,Jumanji: Welcome to the Jungle,6.827,12796,Released,12/9/2017,995339117,119,FALSE,/zJDMuXQDraHjtF53wikmyBQIcYe.jpg,90000000,https://www.sonypictures.com/movies/jumanjiwelcometothejungle,tt2283362,en,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",26.669,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,The game has evolved.,"Adventure, Action, Comedy, Fantasy","Radar Pictures, Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",United States of America,English,"video game, fighter, sequel, detention, explorer, based on movie, gaming, quest, cartographer, action hero, zoologist, based on young adult novel"
78,Blade Runner,7.931,12770,Released,6/25/1982,41722424,118,FALSE,/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,28000000,http://www.warnerbros.com/blade-runner,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",56.798,/fwhLegA6z40W0DIy6EGXhzDzlOP.jpg,Man has made his match... now it's his problem.,"Science Fiction, Drama, Thriller","Shaw Brothers, The Ladd Company, Warner Bros. Pictures","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, futuristic, fugitive, cyberpunk, los angeles, california, electronic music score, alcoholic, tech noir, neo-noir, philosophical, blade runner, 2010s"
1895,Star Wars: Episode III - Revenge of the Sith,7.411,12753,Released,5/17/2005,850000000,140,FALSE,/5vDuLrjJXFS9PTF7Q1xzobmYKR9.jpg,113000000,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,41.215,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,The saga is complete.,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"showdown, cult figure, vision, hatred, dream sequence, expectant mother, space opera, chancel"
324786,Hacksaw Ridge,8.195,12668,Released,10/7/2016,175302354,139,FALSE,/rshlQ6LfPRSWFhpGL4s5ZkIPR51.jpg,40000000,https://www.lionsgate.com/movies/hacksaw-ridge,tt2119532,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",74.994,/jcStBvbQt78tPeId5hC7a9jcDOK.jpg,One of the greatest heroes in American history never fired a bullet.,"Drama, History, War","Vendian Entertainment, Summit Entertainment, Cross Creek Pictures, IM Global, Screen Australia, Screen NSW, Permut Presentations, Pandemonium, Demarest Films, Lionsgate, Bliss Media, Kylin Pictures, AI Film","Australia, China, United Kingdom, United States of America","Japanese, English","japan, world war ii, violent father, pacifism, bible, gore, biography, based on true story, okinawa, conscientious objector, religion, soldier, alcoholic, war hero, medic, us military, battle of okinawa, congressional medal of honor"
8966,Twilight,6.286,12638,Released,11/20/2008,393616788,122,FALSE,/mfFhgR9ILPWbYtvbdyAGUo6fbpT.jpg,37000000,,tt1099212,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",71.541,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,"When you can live forever, what do you live for?","Fantasy, Drama, Romance","Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Goldcrest, Twilight Productions",United States of America,English,"high school, soulmates, based on novel or book, immortality, vampire, forbidden love, teen movie, trust, desire, washington state, duringcreditsstinger, woman director, interspecies romance, based on young adult novel, supernatural power, good versus evil, high school romance, vampire human love"
62177,Brave,7.012,12591,Released,6/21/2012,538983207,93,FALSE,/qx9ts2hBYJrkIQxhryitxnLlm2u.jpg,185000000,http://disney.go.com/brave/#/home,tt1217209,en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",58.647,/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,Change your fate.,"Animation, Adventure, Comedy, Family, Action, Fantasy","Walt Disney Pictures, Pixar",United States of America,English,"kingdom, scotland, rebel, bravery, wish, archer, bear, scot, rebellious daughter, turns into animal, archery, ruins, aftercreditsstinger, peace offering, woman director, insecure, quest, grim, mischievous, irreverent, absurd, derogatory, disdainful, disgusted, disheartening, disrespectful, frustrated, ridiculous"
363088,Ant-Man and the Wasp,6.951,12512,Released,7/4/2018,622674139,119,FALSE,/iYdgEUE2W2aJkgqfSjf1x3gFfuV.jpg,140000000,https://www.marvel.com/movies/ant-man-and-the-wasp,tt5095030,en,Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",34.801,/vzqq2KOoyI30zH7eaDU4rrCbSVP.jpg,Real heroes. Not actual size.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English,"van, dream, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking, based on comic, giant insect, sequel, flashback, house arrest, alternate dimension, tragic villain, laboratory, fugitive, school, miniaturization, montage, toy car, giant man, female villain, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), giant, action hero, father daughter relationship, mother daughter relationship"
102651,Maleficent,7.09,12477,Released,5/28/2014,758539785,97,FALSE,/xjotE7aFdZ0D8aGriYjFOtDayct.jpg,180000000,http://movies.disney.com/maleficent,tt1587310,en,Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",51.055,/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg,Don't believe the fairy tale.,"Fantasy, Adventure, Action, Family, Romance","Walt Disney Pictures, Roth Films",United States of America,English,"friendship, magic, kingdom, fairy tale, fairy, prince, villain, enchantment, betrayal, curse, kindness, protector, childhood friends, good becoming evil, raven, dark fantasy, based on fairy tale, retelling, literary adaptation, true love, wings, sleeping spell, dark forest, live action remake, creatures, cursed princess, fairies"
274870,Passengers,6.934,12429,Released,12/21/2016,303144152,116,FALSE,/gHz4ZQytRs8YGrqFMwB3Vrr8pig.jpg,110000000,http://www.passengersmovie.com/,tt1355644,en,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.",27.272,/jK9S6HANSf2no64v1x1HxfcpmcA.jpg,There is a reason they woke up.,"Drama, Romance, Science Fiction","Wanda Pictures, Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital",United States of America,English,"android, spacecraft, asteroid, isolation, shower, hibernation, swimming pool, automation, space, robot, space station, lying, gravity, trapped in space, malfunction, proprietary, fusion reactor"
87827,Life of Pi,7.398,12426,Released,11/20/2012,609016565,127,FALSE,/lcyippCCbZOliGxX7HbTNyWf98q.jpg,120000000,https://www.20thcenturystudios.com/movies/life-of-pi,tt0454876,en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",37.796,/iLgRu4hhSr6V1uManX6ukDriiSc.jpg,Believe The Unbelievable,"Adventure, Drama","Fox 2000 Pictures, Dune Entertainment, Ingenious Media, Haishang Films, Netter Productions, India Take One Productions","Canada, India, Taiwan, United Kingdom, United States of America","English, French, Hindi, Japanese, Tamil","sea, faith, loss of loved one, 1970s, zebra, survival, young boy, zookeeper, orangutan, teenage boy, hyena, meerkat, magic realism, cargo ship, lifeboat, injured animal, storm at sea, told in flashback, wreckage, loss of family, teenage protagonist, family loss, flying fish"
264660,Ex Machina,7.572,12362,Released,1/21/2015,36869414,108,FALSE,/uqOuJ50EtTj7kkDIXP8LCg7G45D.jpg,15000000,http://exmachina-movie.com/,tt0470752,en,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",26.767,/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,There is nothing more human than the will to survive,"Drama, Science Fiction","DNA Films, Film4 Productions, IAC Films, Scott Rudin Productions","United Kingdom, United States of America",English,"android, dancing, friendship, distrust, artificial intelligence (a.i.), isolation, technology, manipulation, deception, norway, laboratory, robot, power outage, surveillance camera, consciousness, existentialism, lockdown, philosophical, turing test, cybernetics, gynoid, female cyborg, human android relationship"
102382,The Amazing Spider-Man 2,6.498,12349,Released,4/16/2014,708962323,141,FALSE,/k0hlAzTryCYX1O1LyC6P8tAa8s0.jpg,200000000,https://www.sonypictures.com/movies/theamazingspiderman2,tt1872181,en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",73.319,/c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,No more secrets.,"Action, Adventure, Fantasy","Marvel Entertainment, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America,English,"experiment, obsession, superhero, based on comic, sequel, electrocution, super power"
335984,Blade Runner 2049,7.544,12331,Released,10/4/2017,259239658,164,FALSE,/uKbX1ha7KWyTecvpPpRCB3iFfj3.jpg,150000000,http://bladerunnermovie.com/,tt1856101,en,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",70.54,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,The key to the future is finally unearthed.,"Science Fiction, Drama","Torridon Films, 16:14 Entertainment, Scott Free Productions, Columbia Pictures, Alcon Entertainment, Thunderbird Entertainment, Warner Bros. Pictures","Canada, Hungary, Mexico, Spain, United Kingdom, United States of America","English, Finnish, Hungarian, Japanese, Russian, Somali, Spanish","future, android, bounty hunter, artificial intelligence (a.i.), genetics, dystopia, sequel, cyberpunk, los angeles, california, las vegas, tech noir, blade runner, 2040s, incredulous"
425,Ice Age,7.348,12296,Released,3/10/2002,383257136,81,FALSE,/a9ykRAWtQnI3SsZDfh8sCJo5cWI.jpg,59000000,http://www.iceagemovies.com/films/ice-age,tt0268380,en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",70.773,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,They came. They thawed. They conquered.,"Animation, Comedy, Family, Adventure","20th Century Fox Animation, 20th Century Fox, Blue Sky Studios",United States of America,English,"dying and death, human evolution, parent child relationship, squirrel, loss of loved one, mammoth, sloth, stone age, prehistory, prehistoric creature, saber-toothed tiger, cavemen, road movie, neanderthal, prehistoric man, ground sloth, hilarious, cheerful"
1894,Star Wars: Episode II - Attack of the Clones,6.6,12288,Released,5/15/2002,649398328,142,FALSE,/abwxHfymXGAbbH3lo9PDEJEfvtW.jpg,120000000,,tt0121765,en,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",42.55,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English,"army, laser gun, senate, investigation, cult figure, wedding, kendo, space opera, spaceport, teenage rebellion, good becoming evil, alien race, mechanical hand"
141052,Justice League,6.098,12263,Released,11/15/2017,657926987,120,FALSE,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,300000000,http://www.justiceleaguethemovie.com,tt0974015,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",91.091,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,You can't save the world alone,"Action, Adventure, Science Fiction","RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films","Canada, United Kingdom, United States of America",English,"superhero, based on comic, super power, superhero team, aftercreditsstinger, duringcreditsstinger, dc extended universe (dceu)"
57158,The Hobbit: The Desolation of Smaug,7.57,12255,Released,12/11/2013,958400000,161,FALSE,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,250000000,http://www.thehobbit.com/,tt1170358,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",70.03,/70Ux6sHFIqu0bVFp8xzBZCOQFXM.jpg,Beyond darkness... beyond desolation... lies the greatest danger of all.,"Fantasy, Adventure, Action","Warner Bros. Pictures, WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer","New Zealand, United States of America",English,"based on novel or book, orcs, elves, dwarf, giant spider, forest, bear, dragon, turns into animal, wizard, sword and sorcery"
466272,Once Upon a Time… in Hollywood,7.437,12237,Released,7/24/2019,374251247,162,FALSE,/xwgBHC2FgoIrQitl8jZwXXdsR9u.jpg,95000000,https://www.sonypictures.com/movies/onceuponatimeinhollywood,tt7131622,en,Once Upon a Time… in Hollywood,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",47.706,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,"In this town, it can all change… like that","Comedy, Drama, Thriller","Heyday Films, Columbia Pictures, Bona Film Group","China, United Kingdom, United States of America","English, Italian, Spanish","movie business, male friendship, based on true story, celebrity, fame, hollywood, los angeles, california, historical fiction, buddy, filmmaking, struggling actor, satanic cult, revisionist history, duringcreditsstinger, western filmmaking, manson family murders, 1960s, stunt double, old hollywood, sharon tate, charles manson"
637,Life Is Beautiful,8.455,12218,Released,12/20/1997,230098753,116,FALSE,/gavyCu1UaTaTNPsVaGXT6pe5u24.jpg,20000000,,tt0118799,it,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,39.478,/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,"An unforgettable fable that proves love, family and imagination conquer all.","Comedy, Drama","Melampo Cinematografica, Miramax",Italy,"English, Czech, German, Italian","dying and death, bookshop, love of one's life, nazi, self sacrifice, loss of loved one, italy, riddle, mass murder, concentration camp, fascism, holocaust (shoah), world war ii, deportation, jew persecution, story teller, riding a bicycle, national socialism, dark comedy, charade, concentration camp prisoner, romantic comedy, dark, war, nazi germany, oscar-nominated"
246655,X-Men: Apocalypse,6.513,12215,Released,5/18/2016,543934787,144,FALSE,/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,178000000,https://family.20thcenturystudios.com/movies/x-men-apocalypse,tt3385516,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",45.544,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,Only the strong will survive.,"Action, Adventure, Science Fiction, Fantasy","The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox",United States of America,"Arabic, English, German, Polish, Russian, Swahili","hero, superhero, mutant, based on comic, superhuman, super power, superhero team, world domination, aftercreditsstinger, 1980s"
194662,Birdman or (The Unexpected Virtue of Ignorance),7.471,12157,Released,10/17/2014,103215094,120,FALSE,/s0OrExdg7i3RLR7oqzHRk4q2kL4.jpg,18000000,http://www.foxsearchlight.com/birdman,tt2562232,en,Birdman or (The Unexpected Virtue of Ignorance),"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",43.866,/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,,"Drama, Comedy","TSG Entertainment, Worldview Entertainment, New Regency Pictures, M Productions, Le Grisbi Productions",United States of America,English,"new york city, midlife crisis, superhero, dark comedy, times square, marijuana, broadway, magic realism, meditative, city life, father daughter relationship"
157350,Divergent,6.92,12118,Released,3/14/2014,288885818,139,FALSE,/ipikQozG6cAtLqhaFqRneA0LI4o.jpg,85000000,http://www.thedivergentseries.movie/#divergent,tt1840309,en,Divergent,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",39.066,/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,What makes you different makes you dangerous.,"Action, Adventure, Science Fiction","Summit Entertainment, Red Wagon Entertainment",United States of America,English,"future, based on novel or book, dystopia, futuristic, alternate reality, individuality, caste system, based on young adult novel"
190859,American Sniper,7.427,12107,Released,12/25/2014,542307423,133,FALSE,/smAnf46gZL1jXuP9nZvkM3Uynav.jpg,58800000,http://www.americansnipermovie.com,tt2179136,en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",64.846,/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,The most lethal sniper in U.S. history.,"War, Action","RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance",United States of America,English,"sniper, based on novel or book, biography, iraq, u.s. navy seal, iraq war, u.s. soldier, u.s. marine, 9/11, pack, guns"
10191,How to Train Your Dragon,7.813,12089,Released,3/18/2010,494879471,98,FALSE,/59vDC1BuEQvti24OMr0ZvtAK6R1.jpg,165000000,http://www.howtotrainyourdragon.com/,tt0892769,en,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.",54.176,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,One adventure will change two worlds,"Fantasy, Adventure, Animation, Family","DreamWorks Animation, Paramount",United States of America,English,"friendship, ship, blacksmith, island, based on novel or book, flying, arena, village, training, ignorance, viking, forest, flight, nest, dragon, battle, combat, well, warrior, pets"
260513,Incredibles 2,7.481,12061,Released,6/14/2018,1242805359,118,FALSE,/mabuNsGJgRuCTuGqjFkWe1xdu19.jpg,200000000,https://movies.disney.com/incredibles-2,tt3606756,en,Incredibles 2,"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children.",49.215,/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,It's time to get back to being incredible.,"Action, Adventure, Animation, Family","Walt Disney Pictures, Pixar",United States of America,English,"married couple, superhero, cartoon, sequel, parenting, family, super power"
162,Edward Scissorhands,7.716,12049,Released,12/7/1990,53000000,105,FALSE,/3Nn5BOM1EVw1IYrv6MsbOS6N1Ol.jpg,20000000,,tt0099487,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,37.283,/1RFIbuW9Z3eN9Oxw2KaQG5DfLmD.jpg,His scars run deep.,"Fantasy, Drama, Romance",20th Century Fox,United States of America,English,"underdog, small town, unsociability, inventor, hairdresser, isolation, scissors, burglar, love at first sight, fairy tale, sadness, symbolism, castle, alone, flashback, tragic love, snow, gothic, told in flashback, christmas horror, christmas, artificial, hair salon, signs & wonders, love story, goth, frankenstein, topiary"
